,cat,dataset,path
526,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/88/chars/recognized_1_1592_817_16_40.jpg
527,3,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/88/chars/recognized_3_1664_477_19_48.jpg
528,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/90/chars/recognized_U_1412_374_25_54.jpg
529,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/90/chars/recognized_1_1368_696_16_47.jpg
530,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/90/chars/recognized_A_1422_250_24_54.jpg
531,3,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/90/chars/recognized_3_1402_450_24_53.jpg
532,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/90/chars/recognized_9_1383_575_25_50.jpg
533,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/90/chars/recognized_1_1380_636_14_50.jpg
534,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/90/chars/recognized_C_1429_189_20_51.jpg
535,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/90/chars/recognized_9_1349_753_25_44.jpg
536,7,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/90/chars/recognized_7_1396_512_24_53.jpg
537,I,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/90/chars/recognized_I_1425_312_11_53.jpg
538,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/03/frames/90/chars/recognized_1_1341_823_15_42.jpg
539,7,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/569/chars/recognized_7_1812_595_10_31.jpg
540,R,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/569/chars/recognized_R_1843_326_8_31.jpg
541,5,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/569/chars/recognized_5_1803_632_11_30.jpg
542,T,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/569/chars/recognized_T_1842_289_13_31.jpg
543,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/569/chars/recognized_0_1824_522_10_31.jpg
544,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/569/chars/recognized_U_1839_400_9_32.jpg
545,4,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/569/chars/recognized_4_1792_680_11_32.jpg
546,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/569/chars/recognized_2_1835_448_9_32.jpg
547,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/569/chars/recognized_1_1817_560_13_31.jpg
548,H,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/569/chars/recognized_H_1841_363_9_31.jpg
549,8,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/569/chars/recognized_8_1830_486_9_30.jpg
550,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/583/chars/recognized_2_918_490_26_54.jpg
551,4,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/583/chars/recognized_4_900_848_28_49.jpg
552,H,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/583/chars/recognized_H_926_343_27_54.jpg
553,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/583/chars/recognized_U_924_406_24_55.jpg
554,T,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/583/chars/recognized_T_939_216_21_53.jpg
555,5,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/583/chars/recognized_5_904_784_20_44.jpg
556,R,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/583/chars/recognized_R_930_279_26_54.jpg
557,8,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/583/chars/recognized_8_916_552_22_52.jpg
558,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/583/chars/recognized_1_916_672_11_50.jpg
559,7,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/583/chars/recognized_7_908_729_21_47.jpg
560,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/43/frames/583/chars/recognized_0_912_614_24_50.jpg
561,I,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1480/chars/recognized_I_74_30_12_20.jpg
562,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1480/chars/recognized_1_480_35_13_20.jpg
563,Z,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1480/chars/recognized_Z_40_30_14_20.jpg
564,4,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1480/chars/recognized_4_184_30_15_20.jpg
565,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1480/chars/recognized_1_218_30_12_20.jpg
566,R,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1480/chars/recognized_R_88_30_14_20.jpg
567,5,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1480/chars/recognized_5_136_30_15_20.jpg
568,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1480/chars/recognized_0_120_30_14_20.jpg
569,O,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1480/chars/recognized_O_56_30_14_20.jpg
570,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1480/chars/recognized_0_168_30_14_20.jpg
571,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1480/chars/recognized_1_232_30_14_20.jpg
572,4,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1467/chars/recognized_4_184_30_14_20.jpg
573,I,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1467/chars/recognized_I_74_30_12_20.jpg
574,Z,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1467/chars/recognized_Z_88_30_14_20.jpg
575,Z,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1467/chars/recognized_Z_40_30_14_20.jpg
576,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1467/chars/recognized_1_218_30_12_20.jpg
577,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1467/chars/recognized_0_120_30_14_20.jpg
578,7,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1467/chars/recognized_7_448_30_8_21.jpg
579,O,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1467/chars/recognized_O_56_30_14_20.jpg
580,5,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1467/chars/recognized_5_136_30_14_20.jpg
581,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1467/chars/recognized_0_168_30_14_20.jpg
582,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/31/frames/1467/chars/recognized_1_232_30_14_20.jpg
583,7,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/528/chars/recognized_7_585_616_17_44.jpg
584,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/528/chars/recognized_A_580_283_23_47.jpg
585,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/528/chars/recognized_9_593_732_16_40.jpg
586,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/528/chars/recognized_0_583_565_18_47.jpg
587,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/528/chars/recognized_0_582_513_18_48.jpg
588,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/528/chars/recognized_M_583_231_24_47.jpg
589,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/528/chars/recognized_U_580_334_22_48.jpg
590,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/528/chars/recognized_C_587_181_22_46.jpg
591,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/528/chars/recognized_1_586_410_9_46.jpg
592,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/528/chars/recognized_1_586_462_8_46.jpg
593,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/528/chars/recognized_2_588_665_19_44.jpg
594,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/529/chars/recognized_9_444_728_13_36.jpg
595,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/529/chars/recognized_U_418_359_16_43.jpg
596,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/529/chars/recognized_0_424_525_15_43.jpg
597,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/529/chars/recognized_C_423_215_17_42.jpg
598,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/529/chars/recognized_A_418_311_18_43.jpg
599,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/529/chars/recognized_0_428_573_14_43.jpg
600,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/529/chars/recognized_2_436_666_16_40.jpg
601,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/529/chars/recognized_1_423_478_12_42.jpg
602,7,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/529/chars/recognized_7_431_620_13_40.jpg
603,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/529/chars/recognized_1_421_429_13_43.jpg
604,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/529/chars/recognized_M_420_261_18_45.jpg
605,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/523/chars/recognized_1_1688_439_8_45.jpg
606,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/523/chars/recognized_9_1624_743_21_39.jpg
607,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/523/chars/recognized_2_1639_678_21_43.jpg
608,7,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/523/chars/recognized_7_1652_632_20_42.jpg
609,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/523/chars/recognized_U_1687_368_19_46.jpg
610,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/523/chars/recognized_A_1688_320_20_47.jpg
611,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/523/chars/recognized_1_1680_488_11_44.jpg
612,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/523/chars/recognized_0_1660_584_19_45.jpg
613,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/523/chars/recognized_M_1692_272_18_47.jpg
614,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/523/chars/recognized_C_1693_227_17_43.jpg
615,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/523/chars/recognized_0_1668_535_19_45.jpg
616,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/525/chars/recognized_9_763_739_19_41.jpg
617,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/525/chars/recognized_M_769_212_28_50.jpg
618,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/525/chars/recognized_0_762_508_22_51.jpg
619,7,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/525/chars/recognized_7_762_616_20_47.jpg
620,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/525/chars/recognized_1_771_400_10_50.jpg
621,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/525/chars/recognized_2_762_668_19_46.jpg
622,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/525/chars/recognized_U_764_320_27_50.jpg
623,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/525/chars/recognized_A_764_266_29_50.jpg
624,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/525/chars/recognized_0_761_563_21_49.jpg
625,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/525/chars/recognized_1_770_454_9_50.jpg
626,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/525/chars/recognized_C_774_159_26_48.jpg
627,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/526/chars/recognized_C_724_162_26_47.jpg
628,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/526/chars/recognized_0_714_560_21_49.jpg
629,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/526/chars/recognized_M_720_213_26_50.jpg
630,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/526/chars/recognized_9_718_734_19_42.jpg
631,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/526/chars/recognized_0_714_506_21_50.jpg
632,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/526/chars/recognized_U_715_320_26_50.jpg
633,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/526/chars/recognized_1_723_399_9_49.jpg
634,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/526/chars/recognized_1_721_453_9_49.jpg
635,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/526/chars/recognized_A_715_267_29_49.jpg
636,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/526/chars/recognized_2_716_664_20_46.jpg
637,7,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/526/chars/recognized_7_716_614_18_46.jpg
638,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/527/chars/recognized_0_624_509_20_49.jpg
639,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/527/chars/recognized_1_630_404_9_48.jpg
640,7,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/527/chars/recognized_7_627_614_18_45.jpg
641,0,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/527/chars/recognized_0_625_562_20_48.jpg
642,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/527/chars/recognized_U_623_328_23_48.jpg
643,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/527/chars/recognized_A_623_276_26_48.jpg
644,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/527/chars/recognized_1_629_457_9_48.jpg
645,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/527/chars/recognized_9_634_732_17_40.jpg
646,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/527/chars/recognized_M_627_223_25_49.jpg
647,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/527/chars/recognized_C_631_172_23_47.jpg
648,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/13/frames/527/chars/recognized_2_630_664_18_44.jpg
649,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2112/chars/recognized_1_1454_348_11_30.jpg
650,6,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2112/chars/recognized_6_1447_415_12_29.jpg
651,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2112/chars/recognized_U_1455_304_13_29.jpg
652,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2112/chars/recognized_9_1432_560_13_27.jpg
653,5,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2112/chars/recognized_5_1445_446_12_30.jpg
654,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2112/chars/recognized_A_1455_271_14_30.jpg
655,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2112/chars/recognized_2_1440_479_14_31.jpg
656,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2112/chars/recognized_C_1458_208_12_28.jpg
657,3,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2112/chars/recognized_3_1438_512_13_30.jpg
658,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2112/chars/recognized_M_1456_239_14_30.jpg
659,4,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2112/chars/recognized_4_1448_381_15_29.jpg
660,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2124/chars/recognized_M_850_226_14_28.jpg
661,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2124/chars/recognized_U_848_286_12_28.jpg
662,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2124/chars/recognized_1_848_328_11_28.jpg
663,5,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2124/chars/recognized_5_844_421_12_28.jpg
664,3,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2124/chars/recognized_3_844_482_11_28.jpg
665,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2124/chars/recognized_2_844_452_11_28.jpg
666,4,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2124/chars/recognized_4_845_359_12_28.jpg
667,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2124/chars/recognized_C_853_196_11_27.jpg
668,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2124/chars/recognized_9_843_526_11_26.jpg
669,6,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2124/chars/recognized_6_845_391_11_27.jpg
670,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2124/chars/recognized_A_848_256_14_28.jpg
671,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2122/chars/recognized_A_935_252_14_29.jpg
672,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2122/chars/recognized_U_935_284_12_28.jpg
673,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2122/chars/recognized_C_939_190_11_28.jpg
674,5,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2122/chars/recognized_5_929_422_12_29.jpg
675,6,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2122/chars/recognized_6_930_391_12_28.jpg
676,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2122/chars/recognized_9_927_531_11_26.jpg
677,3,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2122/chars/recognized_3_928_486_11_28.jpg
678,4,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2122/chars/recognized_4_930_358_14_29.jpg
679,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2122/chars/recognized_1_933_327_12_29.jpg
680,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2122/chars/recognized_M_936_221_14_28.jpg
681,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2122/chars/recognized_2_928_454_12_28.jpg
682,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2120/chars/recognized_M_981_220_15_28.jpg
683,5,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2120/chars/recognized_5_974_422_12_30.jpg
684,4,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2120/chars/recognized_4_976_358_13_30.jpg
685,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2120/chars/recognized_9_970_530_12_30.jpg
686,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2120/chars/recognized_C_984_188_12_28.jpg
687,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2120/chars/recognized_U_980_283_12_29.jpg
688,3,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2120/chars/recognized_3_972_487_12_29.jpg
689,6,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2120/chars/recognized_6_975_391_12_29.jpg
690,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2120/chars/recognized_A_980_251_14_29.jpg
691,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2120/chars/recognized_2_972_455_13_29.jpg
692,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2120/chars/recognized_1_979_326_12_29.jpg
693,3,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2115/chars/recognized_3_1207_498_13_30.jpg
694,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2115/chars/recognized_A_1221_254_15_30.jpg
695,5,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2115/chars/recognized_5_1212_431_13_31.jpg
696,6,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2115/chars/recognized_6_1214_399_13_29.jpg
697,4,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2115/chars/recognized_4_1215_365_15_30.jpg
698,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2115/chars/recognized_1_1220_332_11_30.jpg
699,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2115/chars/recognized_C_1225_189_13_29.jpg
700,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2115/chars/recognized_U_1221_286_13_30.jpg
701,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2115/chars/recognized_9_1203_545_13_28.jpg
702,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2115/chars/recognized_M_1222_220_16_31.jpg
703,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2115/chars/recognized_2_1208_464_15_31.jpg
704,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2116/chars/recognized_1_1171_330_12_30.jpg
705,3,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2116/chars/recognized_3_1160_496_12_29.jpg
706,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2116/chars/recognized_M_1174_220_15_29.jpg
707,6,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2116/chars/recognized_6_1166_397_12_29.jpg
708,4,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2116/chars/recognized_4_1167_363_14_30.jpg
709,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2116/chars/recognized_A_1172_253_15_29.jpg
710,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2116/chars/recognized_U_1172_285_14_29.jpg
711,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2116/chars/recognized_C_1176_188_12_28.jpg
712,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2116/chars/recognized_9_1156_543_13_27.jpg
713,5,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2116/chars/recognized_5_1164_429_12_30.jpg
714,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2116/chars/recognized_2_1160_462_15_30.jpg
715,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2118/chars/recognized_9_1062_538_12_28.jpg
716,C,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2118/chars/recognized_C_1079_187_13_29.jpg
717,5,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2118/chars/recognized_5_1068_426_12_30.jpg
718,M,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2118/chars/recognized_M_1076_219_16_29.jpg
719,1,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2118/chars/recognized_1_1074_328_11_29.jpg
720,A,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2118/chars/recognized_A_1075_251_14_29.jpg
721,U,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2118/chars/recognized_U_1075_283_13_29.jpg
722,4,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2118/chars/recognized_4_1070_360_14_30.jpg
723,6,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2118/chars/recognized_6_1069_394_12_28.jpg
724,2,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2118/chars/recognized_2_1065_458_14_31.jpg
725,3,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2118/chars/recognized_3_1064_491_13_30.jpg
726,5,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2113/chars/recognized_5_1308_437_13_30.jpg
727,9,lot2,/home/gopik/github/cnn/data/lot2/outputs/37/frames/2113/chars/recognized_9_1298_551_13_27.jpg
